playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,aerialDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,goalAssists,substituteOn,shotsBlockedInBox,iboxBlocked,goals,awayGoals,unsuccessfulLayoffs,homeGoals,headedGoals,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,rightFootGoals,cornersTakenInclShortCorners,leftFootGoals,redCards2ndYellow,unsuccessfulCornersIntoBox,hitWoodwork,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,secondGoalAssists,foulWonPenalty,setPiecesGoals,ownGoalScored,otherGoals
14278,Liam Ridgewell,Defender,Southend United,81,England,2012-13,84.0,,1.8978,0.0,,,149.0,30.0,28.0,213.0,968.0,,,45.0,7.0,,2485.0,107.0,8.0,,79.0,714.0,,,2.0,39.3418,20.0,92.0,41.0,67.0,379.0,,30.0,0.0,191.0,,407.0,77.0,30.0,,,435.0,33.0,146.0,28.0,0.0,,951.0,389.0,,,16.0,33.0,34.0,41.0,1653.0,47.0,335.0,,1.0,6.0,64.0,58.0,17.0,15.0,,,3.0,,43.0,2.0,1.0,20.0,56.0,4.0,,15.0,,,10.0,70.0,18.0,10.0,,5.0,56.0,21.0,2.0,12.0,33.0,6.0,19.0,166.0,225.0,2.0,,0.083,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
37269,Gonzalo Jara,Defender,West Bromwich Albion,35,Chile,2012-13,3.0,,0.1637,0.0,,,3.0,1.0,,3.0,21.0,,,,,,45.0,1.0,1.0,,1.0,18.0,,,,0.5325,,1.0,1.0,3.0,,,,0.0,4.0,,6.0,3.0,1.0,,,11.0,,4.0,,0.0,,21.0,8.0,,,13.0,1.0,,,30.0,,8.0,,,0.0,,3.0,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,4.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
146339,Donervon Daniels,Defender,Oldham Athletic,105,Montserrat,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19272,Gareth McAuley,Defender,Rangers,67,Northern Ireland,2012-13,96.0,,1.8537,0.0,,,104.0,36.0,36.0,177.0,947.0,,,184.0,8.0,,3240.0,195.0,11.0,,68.0,705.0,,,5.0,51.1897,25.0,285.0,55.0,39.0,133.0,,25.0,2.0,291.0,,490.0,99.0,36.0,,,236.0,44.0,107.0,127.0,0.0,,927.0,202.0,,,247.0,20.0,32.0,65.0,1439.0,49.0,535.0,,,3.0,73.0,53.0,57.0,1.0,5.0,7.0,,2.1728,37.0,20.0,,3.0,,,,1.0,6.0,6.0,55.0,,8.0,10.0,1.0,,,8.0,13.0,5.0,27.0,6.0,34.0,77.0,,,,3.6553,2.0,,9.0,9.0,3.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,
60232,Craig Dawson,Defender,Wolverhampton Wanderers,39,England,2012-13,2.0,,0.0061,0.0,,,5.0,1.0,1.0,7.0,27.0,,,5.0,,,90.0,4.0,,,,17.0,,,,0.9211,,4.0,1.0,1.0,8.0,,,0.0,6.0,,11.0,3.0,1.0,,,5.0,1.0,1.0,4.0,0.0,,27.0,8.0,,,6.0,,,3.0,37.0,3.0,15.0,,,0.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,Billy Jones,Defender,Crewe Alexandra,51,England,2012-13,91.0,,1.1954,0.0,,,140.0,27.0,24.0,179.0,676.0,,,66.0,4.0,,2208.0,125.0,7.0,1.0,95.0,472.0,,,3.0,35.9166,8.0,88.0,42.0,55.0,36.0,,19.0,0.0,216.0,,306.0,78.0,27.0,,,261.0,35.0,150.0,30.0,0.0,,665.0,313.0,,,223.0,26.0,28.0,25.0,1275.0,51.0,243.0,,,8.0,39.0,53.0,36.0,7.0,3.0,6.0,5.0,1.9795,53.0,7.0,,10.0,40.0,2.0,1.0,7.0,11.0,11.0,45.0,53.0,11.0,11.0,,9.0,40.0,18.0,1.0,12.0,42.0,23.0,9.0,111.0,166.0,1.0,1.0,1.1161,2.0,3.0,6.0,6.0,1.0,0.0,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,
27348,Gabriel Tamas,Defender,FCSB,265,Romania,2012-13,28.0,,0.238,0.0,,,41.0,11.0,7.0,66.0,241.0,,,15.0,,,631.0,27.0,3.0,,20.0,148.0,,,,8.7759,5.0,45.0,12.0,20.0,38.0,,5.0,0.0,55.0,,120.0,22.0,11.0,,,64.0,9.0,40.0,7.0,0.0,,233.0,88.0,,,62.0,10.0,5.0,27.0,381.0,20.0,114.0,,,3.0,25.0,16.0,8.0,3.0,1.0,,1.0,,15.0,1.0,1.0,3.0,6.0,,1.0,3.0,,,3.0,6.0,4.0,4.0,,,6.0,2.0,1.0,1.0,11.0,,6.0,21.0,32.0,2.0,1.0,0.1101,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
51933,Jordan Spence,Defender,Ipswich Town,40,England,2012-13,5.0,,0.0094,0.0,,,4.0,4.0,,6.0,12.0,,,3.0,,,22.0,1.0,,,,6.0,,,,0.6353,,1.0,1.0,3.0,1.0,,,0.0,6.0,,8.0,1.0,4.0,,,5.0,1.0,3.0,1.0,0.0,,12.0,10.0,,,2.0,1.0,,,23.0,,1.0,,,0.0,2.0,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48717,Winston Reid,Defender,West Ham United U23,7238,New Zealand,2012-13,118.0,,1.2842,0.0,,,146.0,36.0,36.0,218.0,860.0,,,139.0,10.0,,3145.0,196.0,13.0,,110.0,556.0,,,2.0,52.8163,46.0,321.0,51.0,65.0,203.0,,40.0,0.0,314.0,,489.0,122.0,36.0,,,243.0,38.0,175.0,86.0,0.0,,844.0,244.0,,,123.0,41.0,73.0,86.0,1462.0,64.0,401.0,,2.0,8.0,72.0,50.0,53.0,2.0,2.0,7.0,1.0,1.7989,70.0,13.0,1.0,1.0,3.0,,1.0,2.0,10.0,10.0,30.0,1.0,8.0,16.0,3.0,1.0,3.0,5.0,6.0,3.0,54.0,,24.0,45.0,1.0,2.0,1.0,2.5307,,,4.0,4.0,1.0,0.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,
5609,George McCartney,Defender,West Ham United,21,Northern Ireland,2012-13,30.0,,1.124,0.0,,,37.0,12.0,9.0,60.0,297.0,,,7.0,1.0,,873.0,35.0,3.0,,31.0,218.0,,,,16.1037,11.0,38.0,16.0,27.0,83.0,,6.0,0.0,65.0,,154.0,41.0,12.0,,,153.0,13.0,58.0,4.0,0.0,,295.0,113.0,,,16.0,12.0,7.0,19.0,528.0,15.0,96.0,,,2.0,23.0,13.0,3.0,12.0,,,,,22.0,,,,21.0,,,12.0,,,4.0,16.0,5.0,4.0,,1.0,21.0,10.0,,6.0,18.0,3.0,5.0,44.0,71.0,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2012-13,46.0,,0.9204,0.0,,,100.0,26.0,18.0,158.0,634.0,,,97.0,2.0,,1728.0,118.0,6.0,,47.0,410.0,,,1.0,31.3576,29.0,183.0,34.0,20.0,81.0,,13.0,0.0,164.0,,321.0,68.0,26.0,,,200.0,28.0,67.0,71.0,0.0,,617.0,187.0,,,161.0,10.0,29.0,66.0,1027.0,56.0,282.0,,,5.0,58.0,19.0,26.0,6.0,7.0,5.0,,1.3707,33.0,13.0,,2.0,8.0,2.0,2.0,6.0,9.0,9.0,43.0,7.0,3.0,7.0,,,8.0,3.0,8.0,6.0,26.0,1.0,17.0,71.0,29.0,5.0,2.0,1.8264,1.0,8.0,10.0,10.0,1.0,1.0,,0.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,
19575,Joey O'Brien,Defender,West Ham United U23,7238,Ireland,2012-13,103.0,,1.6011,0.0,,,144.0,33.0,32.0,195.0,936.0,,,73.0,10.0,,2724.0,130.0,9.0,,91.0,689.0,,,1.0,40.991,15.0,165.0,36.0,69.0,245.0,,27.0,2.0,233.0,,451.0,119.0,33.0,,,411.0,27.0,160.0,39.0,0.0,,924.0,302.0,,,82.0,27.0,30.0,52.0,1713.0,62.0,342.0,,1.0,6.0,51.0,46.0,34.0,12.0,,3.0,2.0,1.3932,51.0,9.0,,2.0,19.0,,1.0,12.0,,,20.0,43.0,15.0,9.0,,10.0,19.0,24.0,6.0,5.0,42.0,13.0,18.0,158.0,301.0,7.0,1.0,1.7528,4.0,1.0,,,2.0,0.0,,2.0,,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,1.0,
10709,Emanuel Pogatetz,Defender,LASK,280,Austria,2012-13,16.0,,0.0074,0.0,,,8.0,6.0,1.0,12.0,36.0,,,4.0,,,149.0,11.0,2.0,,9.0,21.0,,,1.0,3.6408,3.0,18.0,4.0,14.0,11.0,,1.0,0.0,27.0,,19.0,2.0,6.0,,,9.0,2.0,23.0,2.0,0.0,,34.0,17.0,,,1.0,6.0,,3.0,85.0,6.0,15.0,,,2.0,4.0,1.0,2.0,,1.0,,,,8.0,,,,2.0,,2.0,,,,,,,3.0,,,2.0,3.0,,1.0,5.0,,,5.0,10.0,,2.0,0.0218,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,Ipswich Town,40,Wales,2012-13,94.0,,1.2398,0.0,,,116.0,29.0,29.0,245.0,706.0,,,130.0,7.0,,2496.0,150.0,10.0,,66.0,359.0,,,1.0,40.8858,68.0,316.0,35.0,48.0,71.0,,11.0,0.0,244.0,,463.0,103.0,29.0,,,214.0,25.0,114.0,84.0,0.0,,633.0,267.0,,,127.0,23.0,48.0,102.0,1235.0,113.0,247.0,,1.0,9.0,129.0,36.0,46.0,,6.0,1.0,1.0,0.6221,53.0,13.0,,,2.0,1.0,9.0,,2.0,2.0,30.0,,6.0,11.0,1.0,1.0,2.0,3.0,12.0,3.0,42.0,2.0,40.0,45.0,1.0,4.0,9.0,1.1524,1.0,,1.0,1.0,,,,,,0.0669,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,
10356,Guy Demel,Defender,West Ham United,21,Cote d’Ivoire,2012-13,106.0,,1.8413,0.0,,,127.0,31.0,28.0,175.0,831.0,,,44.0,5.0,,2478.0,110.0,11.0,,86.0,633.0,,,1.0,39.0171,17.0,104.0,35.0,86.0,22.0,,17.0,0.0,216.0,,388.0,108.0,31.0,,,419.0,24.0,172.0,24.0,0.0,,829.0,372.0,,,290.0,20.0,38.0,23.0,1588.0,52.0,267.0,,1.0,2.0,48.0,33.0,20.0,30.0,2.0,,14.0,,44.0,2.0,,2.0,53.0,4.0,3.0,30.0,,,14.0,52.0,17.0,10.0,,21.0,53.0,57.0,2.0,18.0,34.0,25.0,12.0,131.0,249.0,8.0,3.0,0.1705,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
108411,Dan Potts,Defender,Charlton Athletic,33,England,2012-13,6.0,,0.0155,0.0,,,8.0,2.0,1.0,12.0,37.0,,,3.0,,,110.0,7.0,1.0,,7.0,23.0,,,,3.0629,4.0,8.0,3.0,3.0,12.0,,,0.0,13.0,,18.0,5.0,2.0,,,17.0,2.0,10.0,,0.0,,37.0,21.0,,,,,1.0,2.0,77.0,3.0,8.0,,,0.0,4.0,3.0,3.0,,,,,,7.0,,,,1.0,,,,,,,3.0,,,,1.0,1.0,2.0,,1.0,7.0,,1.0,7.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137951,Leo Chambers,Defender,Billericay Town,1185,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43035,Antolin Alcaraz,Defender,Everton,11,Paraguay,2012-13,37.0,,,0.0,,,45.0,10.0,8.0,57.0,348.0,,,26.0,2.0,,691.0,46.0,1.0,,31.0,245.0,,,1.0,,3.0,43.0,9.0,26.0,79.0,,3.0,0.0,83.0,,148.0,49.0,10.0,,,110.0,8.0,57.0,15.0,0.0,,341.0,72.0,,,100.0,10.0,28.0,46.0,481.0,8.0,182.0,,,2.0,12.0,18.0,11.0,1.0,,2.0,,,24.0,3.0,,2.0,2.0,1.0,,1.0,,,8.0,2.0,3.0,2.0,1.0,,2.0,5.0,1.0,2.0,22.0,4.0,3.0,21.0,4.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17906,Iván Ramis,Defender,Eibar,953,Spain,2012-13,67.0,,,0.0,,,72.0,16.0,16.0,105.0,748.0,,,46.0,3.0,,1398.0,70.0,2.0,1.0,48.0,566.0,,,3.0,,7.0,82.0,27.0,43.0,116.0,,8.0,2.0,137.0,,311.0,69.0,16.0,,,230.0,25.0,91.0,22.0,0.0,,717.0,127.0,,,270.0,19.0,21.0,77.0,979.0,20.0,413.0,,,1.0,33.0,40.0,24.0,,1.0,3.0,1.0,,33.0,5.0,,1.0,1.0,1.0,,,,,4.0,9.0,1.0,4.0,,,1.0,8.0,2.0,1.0,29.0,7.0,4.0,51.0,29.0,2.0,,,,,,,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,
11911,Gary Caldwell,Defender,Wigan Athletic,111,Scotland,2012-13,75.0,,,0.0,,,109.0,25.0,25.0,190.0,1075.0,,,61.0,4.0,,2088.0,61.0,7.0,,35.0,766.0,,,5.0,,15.0,114.0,49.0,40.0,240.0,,9.0,0.0,136.0,,409.0,90.0,25.0,,,268.0,42.0,75.0,26.0,0.0,,1015.0,200.0,,,381.0,29.0,48.0,119.0,1331.0,52.0,618.0,,,9.0,81.0,62.0,35.0,1.0,1.0,3.0,,,24.0,7.0,,6.0,2.0,,,1.0,,,14.0,,8.0,10.0,,,2.0,2.0,4.0,4.0,14.0,2.0,23.0,45.0,2.0,6.0,,,1.0,,,,1.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,
3296,Emmerson Boyce,Defender,Blackpool,92,Barbados,2012-13,124.0,,,0.0,,,275.0,36.0,36.0,316.0,1286.0,,,129.0,4.0,,3146.0,196.0,10.0,,111.0,921.0,,,6.0,,29.0,106.0,66.0,80.0,89.0,,19.0,0.0,320.0,,535.0,113.0,36.0,,,559.0,56.0,191.0,85.0,0.0,,1266.0,449.0,,,463.0,24.0,76.0,49.0,1971.0,81.0,428.0,,,5.0,41.0,109.0,44.0,17.0,5.0,7.0,3.0,,74.0,21.0,,1.0,38.0,,,17.0,,,45.0,21.0,17.0,20.0,1.0,24.0,38.0,39.0,14.0,3.0,54.0,18.0,11.0,199.0,162.0,7.0,,,,,,,4.0,2.0,1.0,2.0,2.0,,,,,,,2.0,,,,,1.0,,,,,,,1.0,
16234,Ronnie Stam,Defender,Standard Liège,373,Netherlands,2012-13,65.0,,,0.0,,,52.0,17.0,11.0,60.0,377.0,,,11.0,,,1009.0,56.0,3.0,,53.0,301.0,,,3.0,,,15.0,24.0,57.0,27.0,,9.0,0.0,121.0,,102.0,60.0,17.0,,,175.0,21.0,110.0,3.0,0.0,,366.0,203.0,,,165.0,13.0,18.0,16.0,713.0,12.0,151.0,,,0.0,8.0,24.0,8.0,9.0,2.0,2.0,2.0,,21.0,4.0,,3.0,83.0,1.0,,9.0,,,16.0,6.0,7.0,6.0,,20.0,83.0,32.0,2.0,17.0,15.0,23.0,,83.0,78.0,6.0,,,,6.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
48730,Piscu,Defender,Wigan Athletic,111,Spain,2012-13,12.0,,,0.0,,,22.0,5.0,3.0,24.0,145.0,,,12.0,,,355.0,28.0,2.0,,21.0,108.0,,,,,2.0,32.0,8.0,7.0,56.0,,2.0,0.0,40.0,,42.0,14.0,5.0,,,21.0,6.0,28.0,7.0,0.0,,143.0,24.0,,,45.0,6.0,20.0,13.0,220.0,8.0,100.0,,,1.0,2.0,10.0,5.0,,,,,,19.0,,,,,,,,,,,,1.0,4.0,,,,,,,15.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74235,Roman Golobart,Defender,Wigan Athletic,111,Spain,2012-13,9.0,,,0.0,,,17.0,3.0,2.0,27.0,93.0,,,8.0,,,213.0,12.0,1.0,,10.0,60.0,,,,,1.0,9.0,4.0,3.0,11.0,,3.0,0.0,21.0,,44.0,15.0,3.0,,,21.0,3.0,13.0,2.0,0.0,,93.0,28.0,,,33.0,2.0,6.0,6.0,123.0,8.0,45.0,,,1.0,10.0,13.0,6.0,,1.0,,,,6.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,6.0,1.0,,5.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83325,Jordan Mustoe,Defender,Wigan Athletic,111,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34285,Maynor Figueroa,Defender,Hull City,88,Honduras,2012-13,148.0,,,1.0,,,253.0,33.0,33.0,381.0,1718.0,1.0,,101.0,5.0,,2815.0,158.0,8.0,3.0,119.0,1182.0,,,5.0,,16.0,121.0,56.0,86.0,654.0,,29.0,0.0,306.0,,814.0,139.0,33.0,,,704.0,48.0,205.0,39.0,1.0,,1657.0,500.0,1.0,,143.0,43.0,73.0,155.0,2359.0,75.0,644.0,,2.0,6.0,128.0,99.0,62.0,11.0,11.0,5.0,11.0,,70.0,28.0,3.0,2.0,26.0,,,11.0,,,15.0,32.0,15.0,19.0,,8.0,26.0,15.0,23.0,11.0,51.0,20.0,23.0,107.0,102.0,3.0,,,1.0,,,,1.0,1.0,,0.0,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,
16210,Paul Scharner,Defender,Wigan Athletic,111,Austria,2012-13,47.0,,,0.0,,,92.0,14.0,14.0,106.0,618.0,,,43.0,2.0,,1260.0,69.0,6.0,,36.0,462.0,,,,,10.0,75.0,28.0,37.0,136.0,,9.0,0.0,116.0,,237.0,79.0,14.0,,,194.0,22.0,73.0,33.0,0.0,,602.0,125.0,,,195.0,15.0,57.0,50.0,840.0,20.0,318.0,,,5.0,14.0,39.0,10.0,,3.0,3.0,1.0,,24.0,6.0,1.0,3.0,4.0,1.0,,,,,13.0,2.0,5.0,5.0,,2.0,4.0,9.0,3.0,4.0,19.0,3.0,4.0,50.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106458,Eduard Campabadal,Defender,Zamora FC,4673,Spain,2012-13,,,,0.0,,,1.0,1.0,,1.0,3.0,,,,,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,1.0,0.0,1.0,,,,1.0,,,2.0,,1.0,,0.0,,3.0,2.0,,,2.0,,,,5.0,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
